종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"478560","블랙야크아이앤씨","KOSDAQ","벤처기업부","3550","-10","-0.28","3560","3565","3515","7098","25151095","91697557900","25830298"
"439580","블루엠텍","KOSDAQ","기술성장기업부","5140","-140","-2.65","5280","5300","5110","323977","1672713655","173865434400","33825960"
"033560","블루콤","KOSDAQ","중견기업부","3150","-55","-1.72","3210","3215","3140","18381","58038100","53865000000","17100000"
"191600","블루탑","KONEX","일반기업부","6980","0","0.00","6980","6980","6400","30","203600","19955317440","2858928"
"369370","블리츠웨이엔터테인먼트","KOSDAQ","벤처기업부","1223","-4","-0.33","1216","1239","1216","25015","30573917","60993347153","49871911"
"126340","비나텍","KOSDAQ","벤처기업부","59900","800","1.35","61100","61900","57700","278627","16638684150","384178713200","6413668"
"121800","비덴트","KOSDAQ","관리종목(소속부없음)","3320","0","0.00","0","0","0","0","0","256309348520","77201611"
"082800","비보존 제약","KOSDAQ","중견기업부","5150","-100","-1.90","5240","5260","5100","201148","1035568345","258039029900","50104666"
"318410","비비씨","KOSDAQ","중견기업부","8650","90","1.05","8600","8660","8410","17192","146755350","48052851950","5555243"
"002070","비비안","KOSPI",,"713","-2","-0.28","715","724","709","79255","56732436","32224802901","45196077"
"100220","비상교육","KOSPI",,"5680","-110","-1.90","5730","5770","5660","24670","140539420","73821488880","12996741"
"419540","비스토스","KOSDAQ","벤처기업부","1712","-1","-0.06","1712","1795","1650","1464793","2557237529","39363178832","22992511"
"146320","비씨엔씨","KOSDAQ","벤처기업부","15020","-160","-1.05","15560","15560","14560","67473","998264680","192224803460","12797923"
"200780","비씨월드제약","KOSDAQ","중견기업부","4655","10","0.22","4635","4685","4635","4739","22028390","45322197200","9736240"
"413640","비아이매트릭스","KOSDAQ","벤처기업부","13270","-120","-0.90","13530","13530","13200","14611","193725260","95636093800","7206940"
"141000","비아트론","KOSDAQ","벤처기업부","8050","-190","-2.31","8240","8240","8000","33889","274165145","97523415500","12114710"
"090460","비에이치","KOSPI",,"17830","-290","-1.60","18280","18410","17750","338312","6113367605","601076722540","33711538"
"083650","비에이치아이","KOSDAQ","중견기업부","53100","1000","1.92","54500","55200","52400","1201104","63979180400","1643146312500","30944375"
"473370","비엔케이제2호스팩","KOSDAQ","SPAC(소속부없음)","2020","0","0.00","0","0","0","0","0","8504200000","4210000"
"065170","비엘팜텍","KOSDAQ","투자주의환기종목(소속부없음)","665","-10","-1.48","675","675","659","92033","61196057","17744211625","26683025"
"086670","비엠티","KOSDAQ","우량기업부","11670","20","0.17","11700","11740","11590","3674","42791070","115835077950","9925885"
"335890","비올","KOSDAQ","벤처기업부","12560","-80","-0.63","12600","12800","12530","15312","192884900","733744210000","58419125"
"230980","비유테크놀러지","KOSDAQ","관리종목(소속부없음)","229","0","0.00","0","0","0","0","0","21370407553","93320557"
"082920","비츠로셀","KOSDAQ","우량기업부","28300","150","0.53","28250","28350","27950","39458","1111382600","647283627900","22872213"
"054220","비츠로시스","KOSDAQ","벤처기업부","428","1","0.23","427","438","422","261688","111912007","25659918668","59953081"
"042370","비츠로테크","KOSDAQ","우량기업부","9040","120","1.35","8980","9180","8920","377281","3410061135","236848226000","26200025"
"050090","비케이홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","891","-9","-1.00","901","910","889","55879","50038576","17628198885","19784735"
"148780","비큐AI","KOSDAQ","기술성장기업부","1651","14","0.86","1636","1700","1625","293024","483188061","51916891975","31445725"
"307870","비투엔","KOSDAQ","벤처기업부","1400","8","0.57","1392","1450","1372","333204","464910440","83390315400","59564511"
"377030","비트맥스","KOSDAQ","기술성장기업부","2865","-30","-1.04","2910","2915","2830","134675","385185512","106667451030","37231222"
"032850","비트컴퓨터","KOSDAQ","벤처기업부","4680","-65","-1.37","4780","4780","4615","126244","590625680","77797011240","16623293"
"049470","비트플래닛","KOSDAQ","중견기업부","1839","-30","-1.61","1870","1916","1810","545466","999559685","216495351822","117724498"
"238200","비피도","KOSDAQ","벤처기업부","3910","20","0.51","3870","3980","3750","6608","25503725","31983800000","8180000"
"093190","빅솔론","KOSDAQ","우량기업부","5740","-100","-1.71","5840","5840","5660","13021","74858910","110431314700","19238905"
"065450","빅텍","KOSDAQ","벤처기업부","3785","-40","-1.05","3830","3840","3770","198596","751982496","108450848000","28652800"
"044480","빌리언스","KOSDAQ","중견기업부","375","2","0.54","375","392","373","1992523","756925986","30248898000","80663728"
"005180","빙그레","KOSPI",,"71500","-500","-0.69","72200","72200","71500","11367","813847900","683232764500","9555703"
"069540","빛과전자","KOSDAQ","중견기업부","889","205","29.97","730","889","691","24256192","20848071283","52818037874","59412866"
"072950","빛샘전자","KOSDAQ","벤처기업부","5130","10","0.20","5120","5190","5100","16237","83276840","41309889300","8052610"
"266170","뿌리깊은나무들","KONEX","일반기업부","295","-3","-1.01","300","300","295","3","890","2164788765","7338267"
"451250","삐아","KOSDAQ","벤처기업부","10930","-70","-0.64","11000","11010","10700","25060","270674480","111768835610","10225877"
"143240","사람인","KOSDAQ","우량기업부","13580","-210","-1.52","13790","13800","13580","16088","219716050","159011791540","11709263"
"466410","사이냅소프트","KOSDAQ","벤처기업부","13040","150","1.16","12900","13140","12800","24625","319708920","65682779920","5037023"
"003960","사조대림","KOSPI",,"38650","-350","-0.90","39100","39200","38500","6692","258761650","354206649550","9164467"
"008040","사조동아원","KOSPI",,"1142","-12","-1.04","1152","1158","1140","369847","423043298","161187133200","141144600"
"007160","사조산업","KOSPI",,"49850","-250","-0.50","50600","51700","49650","7070","355973200","249250000000","5000000"
"014710","사조씨푸드","KOSPI",,"8770","-120","-1.35","8800","8820","8740","2045","17925340","151006622110","17218543"
"006090","사조오양","KOSPI",,"9540","-40","-0.42","9680","9680","9470","1451","13865080","89892930060","9422739"
"223310","사토시홀딩스","KOSDAQ","중견기업부","3120","-40","-1.27","3160","3180","3050","156210","486720979","81192427680","26023214"
"452430","사피엔반도체","KOSDAQ","기술성장기업부","31550","-900","-2.77","31900","32200","31000","36133","1144449450","259279351300","8218046"
"419120","산돌","KOSDAQ","중견기업부","4750","-45","-0.94","4770","4810","4710","81592","386604096","71884158250","15133507"
"062040","산일전기","KOSPI",,"157100","500","0.32","156800","159500","152000","585218","91363955100","4782940920000","30445200"
"122350","삼기","KOSDAQ","중견기업부","1378","8","0.58","1370","1385","1354","31935","43763808","52831731784","38339428"
"419050","삼기에너지솔루션즈","KOSDAQ","우량기업부","2205","-10","-0.45","2215","2245","2195","358665","794110211","126117709200","57196240"
"014970","삼륭물산","KOSDAQ","중견기업부","6590","-200","-2.95","6770","6850","6560","57275","381537490","99673750000","15125000"
"018310","삼목에스폼","KOSDAQ","우량기업부","20450","-100","-0.49","20600","20600","20350","3029","61822750","300615000000","14700000"
"012210","삼미금속","KONEX","일반기업부","8830","170","1.96","8640","9080","7710","7575","66867870","174539157470","19766609"
"053700","삼보모터스","KOSDAQ","우량기업부","3980","-15","-0.38","3995","4010","3965","45203","180043060","91051216200","22877190"
"009620","삼보산업","KOSDAQ","중견기업부","1910","-6","-0.31","1915","1940","1898","114375","219814555","31297433810","16386091"
"023600","삼보판지","KOSDAQ","우량기업부","9410","-50","-0.53","9450","9510","9380","6481","61034505","150638103000","16008300"
"001470","삼부토건","KOSPI",,"347","0","0.00","0","0","0","0","0","79699592928","229681824"
"028050","삼성E&A","KOSPI",,"27550","250","0.92","27650","27900","27250","409077","11265278950","5399800000000","196000000"
"448730","삼성FN리츠","KOSPI",,"4560","-10","-0.22","4570","4570","4550","42393","193349805","415188000000","91050000"
"006400","삼성SDI","KOSPI",,"329000","17000","5.45","312500","334000","309500","1630123","532333023000","26512639370000","80585530"
"006405","삼성SDI우","KOSPI",,"184000","1000","0.55","183000","188200","180150","28005","5184405050","297692864000","1617896"
"006660","삼성공조","KOSPI",,"13770","80","0.58","13790","13980","13610","34784","478068485","111899343780","8126314"
"028260","삼성물산","KOSPI",,"229750","22750","10.99","215000","232500","213500","723424","163204818000","39052110984000","169976544"
"02826K","삼성물산우B","KOSPI",,"144400","10600","7.92","138800","145800","136100","19671","2820162900","211919996000","1467590"
"207940","삼성바이오로직스","KOSPI",,"1220000","-12000","-0.97","1247000","1256000","1210000","105948","129871244000","86832280000000","71174000"
"032830","삼성생명","KOSPI",,"160500","400","0.25","161900","162800","158700","142421","22877700200","32100000000000","200000000"
"0044K0","삼성스팩10호","KOSDAQ","SPAC(소속부없음)","1996","-1","-0.05","1997","1999","1994","4156","8294476","15009920000","7520000"
"0071M0","삼성스팩11호","KOSDAQ","SPAC(소속부없음)","2015","-5","-0.25","2020","2020","2010","9393","18909355","11606400000","5760000"
"018260","삼성에스디에스","KOSPI",,"179300","9900","5.84","171800","183400","170000","386901","69455441200","13873839540000","77377800"
"009150","삼성전기","KOSPI",,"229500","-2500","-1.08","238000","240000","228000","519178","122152952250","17142203232000","74693696"
"009155","삼성전기우","KOSPI",,"100800","-700","-0.69","102900","103900","100800","27145","2785429450","293023987200","2906984"
"005930","삼성전자","KOSPI",,"100200","700","0.70","100200","101000","99100","12668750","1267933134200","593147719784400","5919637922"
"005935","삼성전자우","KOSPI",,"78800","1100","1.42","79000","79000","77400","1442179","113018393900","64298803523200","815974664"
"001360","삼성제약","KOSPI",,"1501","-23","-1.51","1531","1531","1480","449758","675696421","141337280579","94162079"
"010140","삼성중공업","KOSPI",,"30050","100","0.33","30200","30400","29250","6798534","202939377025","26444000000000","880000000"
"016360","삼성증권","KOSPI",,"77700","-200","-0.26","78800","78800","76800","218743","16943195800","6938610000000","89300000"
"068290","삼성출판사","KOSPI",,"16240","-90","-0.55","16390","16480","16120","5994","97551880","162400000000","10000000"
"029780","삼성카드","KOSPI",,"50100","-100","-0.20","50700","50700","49500","35116","1748916575","5804530439100","115858891"
"000810","삼성화재","KOSPI",,"443500","-5500","-1.22","453500","454000","441500","37895","16845907000","20405947242500","46011155"
"000815","삼성화재우","KOSPI",,"337000","-3500","-1.03","344500","344500","336500","10636","3601265750","1044534870000","3099510"
"006110","삼아알미늄","KOSPI",,"26150","150","0.58","26900","27000","26000","43071","1131672375","384716603400","14711916"
"009300","삼아제약","KOSDAQ","우량기업부","16720","-130","-0.77","16900","16910","16600","4825","80605140","106506400000","6370000"
"145990","삼양사","KOSPI",,"51200","0","0.00","51200","51700","51000","5052","258707950","528048588800","10313449"
"145995","삼양사우","KOSPI",,"35500","-400","-1.11","36000","36000","35500","218","7755300","13137485000","370070"
"003230","삼양식품","KOSPI",,"1248000","-13000","-1.03","1273000","1273000","1244000","26896","33642453500","9401202720000","7533015"
"482630","삼양엔씨켐","KOSDAQ","중견기업부","20750","200","0.97","20750","20900","20250","40269","829359550","227090905000","10944140"
"484590","삼양컴텍","KOSDAQ","중견기업부","16540","-300","-1.78","16990","17000","16410","248475","4118762550","681620843000","41210450"
"036670","삼양케이씨아이","KOSDAQ","우량기업부","6960","-20","-0.29","6920","7000","6910","10316","71538200","78439200000","11270000"
"002170","삼양통상","KOSPI",,"52300","300","0.58","52000","54800","51800","857","45046000","156900000000","3000000"
"272550","삼양패키징","KOSPI",,"14700","-140","-0.94","14830","14830","14580","18233","267185165","225365273700","15330971"
"000070","삼양홀딩스","KOSPI",,"104200","-1600","-1.51","107000","107100","102600","34251","3589409350","894903881800","8588329"
"003720","삼영","KOSPI",,"4995","-285","-5.40","5230","5250","4950","558939","2817409830","169830000000","34000000"
"002810","삼영무역","KOSPI",,"15520","-90","-0.58","15680","15680","15400","12650","196268910","286607032960","18466948"
